Name,Age,Gender,Location,Daily_Usage_Hours,Sleep_Hours,Interllectual_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
Kathy Steele,20,Female,Pamelafort,5.7,4.6,61,5,0.1,6,5,9,0.5,73,14,2.1,1.3,1.4,Social Media,2,8.8,10
Eric Cummings,99,Male,Port Amber,6.3,4.7,60,1,1.5,6,2,7,1.2,76,10,3.7,0.5,1,Other,5,7,10
Cheryl Smith,34,Other,Jeffreyshire,5.5,6.9,89,10,0.1,9,3,10,1.7,126,10,3.9,0.2,0.5,Gaming,7,5.8,10
Susan Rodgers,37,Other,Lindsaychester,4.3,6.7,72,8,0.9,4,7,8,0.9,92,17,2.4,0.8,0.8,Gaming,7,6.6,9.4
Angela Nicholson,10,Other,Port Lukeside,5.8,5.4,65,6,1,7,10,1,1,81,10,4.1,1.3,1.8,Gaming,2,7.6,10
Connie Moon,61,Male,Parkerfort,5.4,7.7,88,2,2.2,1,8,7,1.5,105,12,2.9,2.8,0.8,Other,9,9.5,10
Christy Lopez,46,Male,Thorntonville,3.6,5.5,73,8,1.8,6,4,10,1,52,16,1.4,0.1,1.7,Browsing,8,3.5,6.6
Roger Smith,94,Other,West Peggy,3.8,6,77,1,1.7,8,6,1,0.5,65,16,4,0.9,1.2,Other,5,3.8,10
Amy Bryant,97,Male,Port Hunter,7.4,5.6,64,7,1.3,1,3,10,1.3,65,19,1.8,3.6,2.1,Other,6,2.3,10
John Li,66,Male,Lake Warrenmouth,5.1,6.2,69,7,1.1,10,1,9,0,101,16,3.6,2.8,0.5,Education,8,5.4,10
Lisa Michael,56,Male,Johnsonshire,4.9,9,62,10,2.1,8,1,4,1,84,5,1.6,1.9,1.8,Education,9,8.2,6.6
Michael Martin,39,Male,Port Christopherchester,6.1,4.3,51,5,0.8,10,7,6,0.3,27,10,1.7,1.2,0.4,Browsing,1,6.6,9.4
Patrick Ramos,47,Male,East Melissastad,0.8,9.2,92,9,0,5,2,1,0.9,40,6,1.9,1.9,0.8,Social Media,8,5.8,2
Kevin Fernandez,10,Female,Sheltonfurt,3.8,7.5,63,9,1.7,10,10,2,1,148,10,3.1,0,1.2,Social Media,5,7.3,8.1
Kayla Wade,90,Male,West Amanda,4.4,7.3,83,6,1.8,7,4,4,1.5,133,11,2.4,3.1,0,Social Media,2,4.3,10
Michael Vazquez,85,Male,Lake Jaimeton,6.2,3.3,75,6,0.8,9,9,4,0.7,28,14,3.2,1.5,2.5,Social Media,2,4.2,10
Shane Carpenter,69,Female,Georgebury,7.1,6.9,90,4,0,10,1,1,1.7,56,15,1.1,1,1.4,Browsing,5,5.5,9.9
Steven Moreno,68,Female,Velezfort,3.4,8.5,54,10,2.5,8,5,9,0.9,42,6,2.2,2,1,Education,4,6.4,5.4
Jacob Reed,70,Female,Hunterfort,7.1,8.1,55,7,0.6,9,10,9,0.6,56,11,3.3,0.8,1.1,Browsing,5,5.2,10
Maria Rose,60,Other,North Toniville,8.1,6.4,71,8,1.5,2,6,6,0.7,81,10,4.1,1,1,Browsing,2,6.3,10
Brent Brown,68,Male,Lake Gregory,7.4,5.4,76,4,1.8,10,2,5,1.2,42,19,2.3,0.9,0.7,Gaming,8,5.9,10
Kelly Gallegos,53,Male,Daltonview,4.2,6.1,80,4,1.4,10,7,8,0.8,135,16,1.3,0.9,2,Education,3,5.2,9.3
Dennis Lopez,36,Male,Davidside,6.6,5.9,54,10,1,2,1,8,1.2,95,19,1.5,2.6,0.3,Gaming,10,6.5,10
Alicia Jones,15,Male,East Janet,5.7,9.7,51,1,0.9,7,2,10,1.1,82,11,4.5,0.4,0.8,Education,2,2.2,9.6
Christina Barnes,70,Male,Johnfort,5.2,7.1,61,1,0.4,2,5,7,0.7,32,10,4.2,2.1,0.2,Browsing,4,4.4,10
Daniel Wilson,87,Female,North Meganfurt,2.6,7.3,65,2,1.7,10,8,8,1.2,53,11,2.8,1.7,0.2,Browsing,3,5,6.7
Makayla Abbott,96,Female,Port Josefort,5.5,8.1,83,0,2.2,1,9,10,1.3,75,15,2.3,1.1,2.1,Other,9,8.5,9.4
Sheryl Evans,51,Male,Lake Steven,3.4,7.2,57,4,1.2,3,10,1,1.8,41,19,1,0.4,1.4,Education,1,4.9,5.8
Frances Walsh,45,Male,West Mikeberg,7,7.9,61,5,0.4,5,5,9,2.1,143,17,2.5,3.7,1,Education,10,8.3,10
Abigail Vargas,30,Female,Susanbury,8.6,5.5,88,6,0.8,3,6,8,0.9,60,11,3.8,0.2,1.3,Gaming,1,6,10
Robert Jones,75,Female,Zamoraville,7.1,5.6,79,9,0.5,2,3,9,0.7,141,11,2.7,1.8,1.5,Other,4,6.3,10
Gregory Rodriguez,84,Other,Lake Markview,1.7,7.2,86,9,0.1,10,9,3,0.4,58,15,2.5,1.9,0.4,Education,3,6.5,6.7
Joseph Ball,57,Other,Nealmouth,4.3,7.9,80,5,1.1,9,7,8,1.5,72,15,1.3,0.2,1.6,Education,3,4.2,6.3
Philip Johnson,57,Other,West Willieton,6.4,8.5,98,1,2.6,7,10,8,0.9,55,20,2.2,0.8,1,Education,6,5,10
Lance Snyder,82,Female,Lake Kimmouth,4.1,6.4,54,9,0.5,10,2,8,1.2,149,18,2.1,0.4,0.8,Social Media,8,6.2,10
Mark Brown,7,Other,Lindsayfurt,3.6,6.8,71,10,1.5,3,2,9,2,30,11,3.8,3.1,1,Other,2,2.3,9.9
Michele Young,31,Other,New Levi,7.1,4.7,85,8,2.8,9,2,9,0.4,88,8,2.8,2.3,1.1,Education,4,10.3,10
Jessica Roberts,6,Male,Wilsonbury,5.2,4.5,59,5,1.2,8,3,9,1,22,10,3.5,0.9,1,Other,2,7,9.8
April Nguyen,81,Female,Maddoxport,2.5,8.3,55,2,0,4,3,2,1.1,32,5,3.2,1.7,0.7,Other,1,4.5,4.9
Elizabeth Adams,89,Male,South Nicole,7,5,88,1,0.5,5,8,3,0.8,142,9,0.5,1.7,0.7,Social Media,2,4.5,10
Andrew Meyer,27,Female,New Catherine,5.2,7.8,83,7,1.2,10,1,3,1.3,117,8,1.3,2.7,1.6,Other,1,7.1,9.2
Emily Reeves,95,Female,Woodwardburgh,5.9,6.8,53,4,0.5,10,7,2,1.7,137,9,3.7,0,0.2,Other,8,7,10
Kenneth Bradford,72,Female,Duncanburgh,6.7,6.3,67,10,1.1,7,4,3,0.9,99,12,2.1,3.2,0.4,Gaming,6,4.5,10
Timothy Turner,99,Male,New Tonyachester,2.3,4.9,84,9,1.4,1,3,3,1.4,42,12,0.9,0.1,1.1,Education,1,6.7,4.1
Lacey Valencia,78,Male,North Monicaland,2.9,6.3,57,5,1.5,2,10,5,1,149,12,0.3,1.8,0,Other,10,5.4,7.2
Tabitha Becker,55,Other,South Abigailshire,4.9,6.9,71,0,0.1,3,7,4,0.8,33,12,2.4,2.3,0.4,Social Media,7,7.2,9.2
David Patterson,62,Male,Lake Rosehaven,5.2,8.2,67,3,1.8,1,3,9,1.6,62,13,2.2,1.7,0.6,Education,2,3.9,8.8
Christopher Johnson,18,Male,Janettown,6.1,6.7,66,7,1.3,3,8,4,0.8,48,12,1.4,2.6,0.3,Browsing,1,3.1,10
Timothy Gordon,68,Male,New Kimberly,3.5,6,66,1,0.4,4,7,8,1.2,100,8,3,0.6,0.6,Other,5,8.7,7.7
Jacqueline Keller,27,Other,New Thomas,2.9,6.4,68,4,1,4,10,4,0.2,25,19,2.6,1.6,0.4,Education,3,7.3,8.2
Elizabeth Clark,65,Male,West Laura,6.7,6.1,65,4,2.5,1,9,7,1,118,10,2.7,2.6,1,Gaming,8,4.1,10
Colin Riley,92,Male,Brendaville,1.6,5.7,59,2,1.4,8,9,4,2.3,46,15,1.7,1.7,0.7,Gaming,10,6.3,6.1
Katherine Castillo,58,Other,North Stevenshire,1.2,10,79,0,1.1,10,10,9,0.6,68,17,3.8,3.7,1.4,Education,2,9.7,8.5
Darryl Rivera,40,Male,Saramouth,3.1,7.3,78,4,1.1,6,8,6,1.6,39,16,3.1,2.4,0.1,Social Media,9,5.7,8.9
Johnny Bryant,89,Female,West Lisaberg,10.2,7.2,95,1,0.4,2,8,4,1.2,53,7,3.5,0.1,0.3,Other,8,5.7,10
Joseph Hill,32,Female,Suzanneburgh,6.3,6.2,52,9,2.6,3,3,6,1.5,43,14,2.4,1.4,1.5,Gaming,5,5.4,10
Lisa Duncan,80,Male,Hawkinshaven,8.1,7.1,84,0,2.2,7,8,3,1.3,71,6,2.9,0.6,0,Social Media,2,5.3,10
Sheila Stephenson,56,Male,Brianland,4.2,8.7,79,4,0.6,4,4,5,1,124,14,3.4,2.2,1,Education,10,7.3,10
Mark Manning,99,Other,North Shanemouth,5,6.4,79,9,1.1,9,9,9,0.8,125,18,4.9,1.7,1,Other,1,5.1,10
Marissa Smith,46,Male,New Zachary,2.9,5.1,90,3,1.1,8,9,7,0.7,129,9,1.3,0.8,1.7,Other,8,9,6.8
Lisa West,15,Female,Mcintyretown,6.7,4.6,100,2,1.7,7,8,6,1.4,109,18,3.5,1,0.3,Education,10,8.9,10
Marcus Roman,12,Female,Bennetthaven,6.8,7.9,98,0,0.6,1,8,8,0.7,55,6,1.7,1,1.3,Education,9,4.1,7.8
Christopher Miller,69,Male,Lake Dawn,5.4,5,64,1,0,5,1,3,0.8,96,5,3.1,1.8,0.5,Other,1,5.8,10
Amanda Nguyen,25,Other,Orrberg,4.8,7.6,61,3,0,8,1,5,1.1,149,13,4.1,2.4,1.5,Browsing,7,9.1,10
Jacob Long,83,Other,North Amanda,7.7,9.2,55,2,0.9,10,1,5,1,134,9,2.6,3,1.6,Other,1,7.2,10
Sharon Baxter,6,Other,New Jeanette,7.5,6.7,80,2,0.9,1,5,9,1.5,121,10,2.7,1.6,0.2,Browsing,5,2.9,10
Casey Jones DVM,40,Male,East Amanda,5.3,8.2,67,6,0.9,5,7,1,0.4,82,9,4.4,2.1,0,Other,1,3.7,10
Martha Christian,27,Other,Danielmouth,4.4,4.9,65,8,1.8,8,5,4,0.2,58,16,2.5,0.7,0,Gaming,8,3,9.5
Eileen Holland,48,Male,North Jeffreyville,7.3,5,53,8,1,7,4,2,0.8,84,12,1.6,1,1.1,Gaming,7,5.6,10
Kristine King,29,Other,East Johnland,7.7,9.8,68,8,1.1,8,4,4,0.7,122,20,3.3,1.7,1.9,Education,5,5.3,10
Leonard Lewis,59,Female,Coffeyville,6.9,5.1,63,10,2.1,4,1,1,1.4,59,12,2.8,0.3,1.6,Browsing,4,8.3,10
Brian Smith,43,Other,East Catherinemouth,2.4,9.3,88,1,1.3,8,3,2,1.3,32,15,3.2,0,1.2,Browsing,7,8.3,4.6
Joyce Miller MD,22,Male,East Ronald,3.5,6.9,59,8,2.1,9,2,7,1.7,108,20,1.5,1.8,0.8,Social Media,1,6.6,9.5
Heather Gonzalez,61,Other,Danielton,4.9,5,70,4,0.1,3,4,3,1.2,80,18,3.6,0.3,1.1,Other,10,5.7,10
Samantha Hartman,95,Female,Andreabury,6.2,8.1,54,9,1,8,9,9,0.8,40,19,1.7,2,0,Gaming,2,9.2,10
Derrick Hamilton,56,Male,South Jon,5.8,8.6,64,7,1.4,2,5,7,0.7,148,17,1.3,2.4,1.1,Social Media,2,7.4,10
Stacey Perez,61,Other,New Emily,5.2,9.1,80,0,1.9,3,1,10,0.8,40,5,3,0,2.5,Social Media,10,3.4,5.4
Sue Adams,34,Female,Scottberg,5.7,6.2,98,8,0.8,1,7,10,1,26,16,2.6,1.9,1.3,Social Media,5,4.2,10
Gregory Jones,30,Male,Port Brian,3.6,8.2,96,5,0.2,4,9,7,0.3,111,10,3.8,0.7,0.6,Gaming,7,5.6,8.2
Steven Rodgers,68,Other,East Elizabethberg,4.2,6.6,76,3,1,9,3,3,0.8,27,9,1.7,2.3,1.4,Social Media,8,6.6,7.2
Jamie Robinson,96,Other,Lake Ashleyborough,4.8,6.5,90,6,1.9,1,2,2,0.5,106,11,3.5,0,1.2,Education,8,8,9.4
Nicholas Bennett,43,Male,West Dillonville,5.2,8.6,67,9,0.9,8,4,3,1.8,76,13,3.1,1.5,0.4,Browsing,10,9.4,9.6
Teresa Logan,60,Male,Collinshaven,3.5,5.2,97,6,0.4,6,1,9,0,63,5,3.2,0.5,2,Gaming,1,6.5,6.9
Kelly Palmer,27,Female,Seanshire,6.7,8.2,94,10,1,10,6,1,1.3,76,9,0.8,1,0.8,Other,10,5.6,7.7
Sean Valdez,25,Male,Amandaborough,8.3,5.6,51,3,0.7,3,4,6,1,110,20,3.9,2,1.6,Education,2,9,10
George Medina,90,Male,Rothberg,8.5,6.5,84,0,2.4,6,4,6,0.6,118,10,2,1.4,0.8,Gaming,1,4.4,10
Angel Leblanc,20,Female,Lake Joshuamouth,8,5.8,66,6,0.7,1,3,8,1.5,83,8,1.5,2.9,0.9,Other,8,5.3,10
Shannon Allen,71,Male,Joshuaburgh,6.6,5.7,75,3,0.3,6,1,8,1.1,68,16,1.8,1.3,0.5,Browsing,2,6.9,10
Robert Mejia,68,Other,Brianton,6.3,5.7,88,0,0.2,8,1,1,1,77,14,1.9,2.5,0.8,Education,3,7.4,10
Jessica Haley,6,Other,Hernandeztown,2.7,6.8,85,2,1.4,4,3,9,0.3,61,6,3.2,0,0.2,Other,2,7.1,4.9
Bonnie Dean,71,Other,North Laura,6.3,7.9,100,4,2.5,7,4,7,1.1,103,7,2.1,2.3,0.5,Other,9,6.6,10
Brittney Bradley,60,Male,Moraleshaven,6.5,5.9,77,2,0.4,2,4,9,0.9,111,5,2.9,2.7,0,Social Media,2,5.2,10
Mr. Lance Harding MD,56,Male,Amberburgh,2.1,10,78,7,1.6,2,10,1,1.5,70,7,1.9,0.5,1.5,Social Media,6,8.4,2.3
Jamie Ramos,81,Female,Thomasside,3.1,3,98,8,0.5,2,8,2,0.3,83,13,1.2,0.5,0.8,Education,7,7.5,7.6
Terri Chang,45,Female,East Benjamin,5.2,7.6,56,10,1.9,5,6,1,1.3,98,18,3.3,1,0.1,Other,6,6.8,10
Cindy Aguilar,64,Male,West Ginaland,3.9,5.8,50,4,0.2,2,1,6,0.3,146,11,3.7,1.4,0.7,Gaming,2,6.2,10
Brandon Robinson,59,Other,Vanessaton,4.8,3,82,9,2.5,7,7,5,1.5,63,17,2.1,0.6,2,Gaming,7,3.9,10
Darryl Carey,14,Female,Jacksonview,7.2,6.7,93,5,0.5,9,3,4,0.4,114,19,4.4,1.8,1,Gaming,2,3.3,10
Toni Shea,74,Female,Mariabury,3.6,6.5,97,6,3.6,5,10,3,0.9,22,13,3.2,2.7,0.7,Browsing,5,3.2,9.3
Ashley Adams,26,Male,South Timothyland,4,9,92,0,1.2,9,3,6,2.1,97,16,1.1,2.2,0.7,Social Media,2,6.4,7.9
Emily Hensley,69,Female,Reedborough,0,5.6,51,4,1.3,10,7,6,1.2,74,5,1.2,2.9,0.8,Social Media,7,8.7,3.8
Gabrielle Wood,30,Female,New Regina,6.1,6.5,60,5,1.7,3,4,3,1.4,91,18,1.8,2.1,1.8,Browsing,4,5.9,10
Mike Herring,7,Female,Lake Josephfort,6.7,5.5,88,5,0.5,6,10,3,1.3,121,19,0.6,1.8,1.6,Other,7,10.5,10
Sarah Hall,58,Female,Russellhaven,5,8,77,7,0.4,3,2,7,0.9,86,14,1.1,0,0.8,Other,6,6.7,6.6
Jill Martin,47,Male,Russoton,5.6,5,61,7,2.9,9,8,9,1.4,136,5,4,2.2,2.2,Other,5,4,10
Lance Butler,3,Male,Clarkbury,6.9,5.8,63,5,0.5,4,1,1,1.2,103,14,2.5,1.2,1.1,Education,6,6.4,10
Jeanette West,98,Other,South Autumn,4,6.9,62,4,1,5,8,3,0.4,28,19,3,0.6,0.4,Browsing,5,5.2,8.5
Patrick Hopkins,93,Male,North Katherine,3.7,5.3,64,8,0.6,2,4,1,0.8,139,7,2.5,0.7,0.9,Education,3,7.3,8.4
Jessica Lewis,24,Female,Hullfurt,6.2,4.8,62,8,1.1,9,1,2,0.5,45,11,2.7,0.7,0.8,Other,5,6.8,10
Katherine Arias,27,Male,North Petermouth,2.5,5.8,99,6,1.5,10,6,8,0.8,48,6,1.6,2.2,0.5,Social Media,4,7.7,5.6
Pamela Johnson,65,Other,Brendachester,4.5,6.7,78,4,0.2,5,6,2,1.6,67,10,2,0,0,Other,6,7.6,6.5
Tricia Miller,22,Other,South Jakeside,5,6.2,81,3,0,9,5,10,0.8,87,16,2.9,2.2,1.2,Education,1,4.9,10
Jeffrey Taylor,51,Other,Karenstad,8.2,6.3,62,3,0.4,10,10,10,1.2,21,15,1.5,1.3,0.8,Gaming,10,4.9,10
Joyce Kennedy,8,Female,Andersontown,4.1,7.2,66,4,0.6,9,6,10,0,125,11,1,3.7,0,Social Media,8,5,9.9
Brett Adams,10,Female,North Jessica,3.2,7.5,98,3,0.5,2,2,10,0.5,49,19,3.2,0.5,0.9,Browsing,5,5.2,7.9
Michael Roberts,32,Male,Port Rachelbury,6.2,5.2,72,3,0.3,8,5,8,1.3,61,12,2.7,1.8,1,Education,4,6.9,10
Donald Adams,46,Other,South Samanthaburgh,5.9,4.9,68,1,1.6,2,2,8,1.7,82,5,4.3,0.6,0.6,Social Media,9,5.8,10
Stacey Brown,37,Female,Mejiastad,8.9,3.9,55,6,1.3,3,9,9,1.2,21,12,2.3,2,0,Gaming,10,2.8,10
Jennifer Mclaughlin,95,Other,Lorimouth,6.8,6.3,89,1,0,9,5,4,1.1,67,6,4,0,2.1,Social Media,3,5.6,10
Kayla Petersen,21,Male,Hardinghaven,3.1,6,89,7,1.7,3,7,6,0.9,92,12,0.6,3.1,2.1,Other,4,5.8,8
Michael Howard,20,Other,South Angelaburgh,4.1,7.8,52,4,0.5,6,2,7,1.1,150,17,0.7,3.7,0,Gaming,4,3.8,10
Michael Cole,10,Other,Lake Jacob,3.8,7.8,57,3,2.1,10,1,4,0.4,89,5,2.8,0,1,Browsing,9,6.8,5.5
John Garrett,3,Female,Shawnburgh,5.1,7,68,8,1.7,2,3,7,1,24,15,2.7,0.2,0.2,Gaming,8,2.7,8
Christy Roberts,74,Other,South Robert,5.9,6.3,94,2,1.5,3,4,2,1,127,14,1.8,2.9,0.9,Education,3,6.6,10
Jon Jackson,7,Male,South Kathymouth,6.7,5.3,71,3,2.1,10,3,4,0,131,19,2.2,1.3,1.6,Other,4,7.2,10
Rebecca Wells,50,Female,Ashleyborough,6.4,6.5,91,6,1.6,10,4,6,0.8,88,7,2.4,1.1,1.8,Other,6,2.3,9.8
Amber Richard,68,Male,Millsstad,9,6.6,62,7,1.6,10,7,8,0.9,101,15,3.4,3,1.7,Education,3,6,10
Karen Harris,59,Male,East Stephanie,6,8.1,95,4,1.1,8,6,4,0.9,82,7,4.2,1.7,1.4,Browsing,8,7.3,10
Sherri Clark,54,Male,Orozcoburgh,3.8,6.8,62,3,0,1,9,8,1,103,16,0.9,2.3,0.8,Gaming,6,5.5,8.9
Dr. James Salazar,95,Other,Hensleychester,5.4,5.7,59,7,1.3,7,5,6,0,47,11,2.6,2.3,1.4,Education,10,8.8,10
Brenda Randall,5,Female,Devinfurt,6.3,6.9,64,6,1.2,9,3,6,2.3,142,9,4,2.4,2.3,Education,4,5.3,10
Dean Harrington,7,Male,Lake Laura,6,4.8,76,8,2.2,8,4,5,0.5,82,18,4,1.9,1.3,Other,8,6.2,10
Tracy Parker,91,Other,Nelsonborough,3,4.2,96,2,0.9,10,3,8,0.7,96,7,2.3,2,0.5,Gaming,9,2.9,8.5
Desiree Thompson,92,Female,Galvanville,5.3,7.5,97,9,2.3,10,1,10,0.6,109,5,1.8,1.1,1.4,Browsing,10,8.5,7.6
Andrew West,14,Other,Jenniferhaven,1.6,5.4,82,5,1.8,3,8,7,2,111,12,1.5,1.2,1.6,Browsing,1,7.3,6.2
Diana Hoffman DDS,49,Male,Kellyview,4.9,8.3,96,3,2.2,9,8,6,0.5,74,14,2.9,0.4,2.3,Other,1,7.9,8.3
Jeremy Martin,41,Male,Port Carrie,6.6,4.8,81,8,0.1,10,2,10,1.3,65,8,2.7,2.7,0.6,Browsing,10,3.4,10
Stephanie Marshall,23,Male,Howardstad,6.6,5.8,84,9,0.3,2,4,6,1.6,37,17,3.9,2.6,1.3,Social Media,8,6.4,10
Jennifer Thompson,95,Male,New Albertborough,0.3,4.8,59,2,0.6,4,3,7,0.7,103,9,1.1,1.2,1.8,Other,3,9.3,4.1
Joshua Kelly,96,Female,North Christopher,3.2,6.3,74,4,1.8,4,5,7,1.4,22,9,2.9,1.7,1.5,Gaming,2,7.1,6.9
Stacie Lopez,87,Other,East Brenda,2,7.2,81,1,0.9,3,7,5,1.6,78,14,3.3,3.4,1.1,Gaming,7,4.7,9.5
Terry Kelly,27,Female,New Debbiehaven,7.3,7.2,80,10,0,7,3,5,1.3,146,17,3,2.3,0.4,Browsing,10,5.3,10
Melinda Love,53,Other,North Hayley,2.5,6.2,50,2,0.6,2,6,6,1.2,32,17,3.5,1,1.2,Education,9,5.1,7.9
Christopher Pena,3,Female,Elizabethbury,6.4,7.6,84,2,0.7,2,1,1,1.1,137,15,1.2,1.9,0.2,Gaming,3,6.5,10
Megan Smith,90,Female,Carterstad,3.5,5.6,52,4,1.6,7,8,10,0.7,66,15,1.3,0.5,1.2,Gaming,10,7,6.8
Jose Conway,81,Male,Annetteberg,3.1,7.4,93,5,1.7,8,10,7,1.2,112,9,3.8,2.4,0.2,Social Media,2,5.2,9.6
Brian Ross,32,Male,Williamshaven,5.2,8,64,9,1.3,9,1,3,1.1,62,8,3.2,2.7,1.5,Other,3,3,9.9
Willie Wright,35,Female,Swansonmouth,5.9,7.7,69,3,1.5,4,6,9,1.9,126,10,2.9,2,1.2,Gaming,9,6.8,10
Mrs. Stacy Hunter,28,Male,Port Nicoleville,5.4,7.6,53,9,0.9,1,2,2,0.8,44,9,0.2,2.2,1,Social Media,9,8.1,6.7
Christian Mejia,85,Male,North Beverlyview,5.8,6.8,78,5,0.9,10,6,1,0.9,85,10,2.5,2.1,2.8,Gaming,7,2.3,10
Christine Anderson,39,Other,South Jesse,3.2,7.8,57,10,3.1,4,3,2,1.5,103,12,1.9,1.6,1.4,Gaming,9,7.2,7.3
Andrew Davis,16,Male,West Davidchester,7.5,6.4,54,4,0.3,3,9,5,0.8,53,18,3.3,2.6,1.2,Browsing,6,7.6,10
Mark Harris,11,Female,North Michael,7.1,4.6,93,9,1.7,9,6,8,0.8,70,16,2.3,0.8,1.5,Gaming,9,4.6,10
Andrea Rodriguez,97,Other,East Julie,0.9,5.1,83,8,0.8,7,5,7,1.2,43,15,3.3,2.5,0.7,Gaming,8,7.6,8
Rebecca Hebert,65,Other,Port Courtneyland,3.7,7.2,71,1,1.1,4,9,10,0.9,56,16,3,1.7,0.6,Education,1,5.4,9.1
Angel Hernandez,42,Female,Port Rebecca,8,3.5,84,8,1.9,10,2,7,1.6,125,7,0.9,1.7,1,Browsing,3,8.2,10
Phyllis Reyes,22,Female,South Melissa,6.1,8.4,69,8,1.3,8,8,1,0.9,124,11,2.3,1,1.5,Education,3,6.4,9.9
Kristen Sellers,36,Other,Lake Jasonfort,4.6,4.5,85,5,0.4,2,3,7,1.3,26,16,4.2,0.4,0.4,Education,1,3.8,10
Gina Wilson,29,Other,Kingfurt,6.2,7.6,79,1,1.6,6,10,3,0.1,54,14,2.5,0,1.5,Education,5,6.7,8.8
James Snyder,11,Other,West Kimberly,3.9,8.5,70,5,2,5,2,10,0.7,25,10,2.5,1.4,0.8,Other,8,4,6.1
Brianna White,67,Male,Kaylashire,1.5,7.9,75,1,1.1,7,8,10,0.7,38,6,2.7,0,0.3,Other,4,8.9,2.2
Anthony English,88,Female,Lawsonhaven,5.8,7.4,62,5,2.1,6,10,3,1.2,49,12,1.1,0.2,0.5,Other,4,4.3,6.8
Phillip Mcdonald,23,Female,Lake Matthewburgh,5.2,4.9,89,5,0.4,3,7,9,0.7,91,7,2.6,4,1.1,Gaming,9,3.4,10
Dr. Tracie Smith,9,Other,Duncanfort,2,6.9,87,9,0.4,1,4,6,1.1,33,17,2.1,2.8,1.3,Gaming,8,9,7.5
Edwin Williams,18,Female,Martinmouth,2.9,4.3,96,9,0.8,8,2,3,0.8,142,5,2.6,2,0.6,Browsing,4,8.6,9.2
Thomas Boyd,34,Other,Knappside,3.6,4.4,51,2,1.3,6,3,7,0.7,29,11,2,1.5,2.1,Social Media,6,6.3,7.7
Mr. John Stephens,5,Other,Nicoleville,5.4,5.6,55,6,2.3,8,10,2,0.9,60,19,5,1.3,1,Education,4,7.9,10
Jill Mueller,50,Other,Port Zachary,2.2,4.8,80,7,0.9,5,9,9,1,30,10,0.9,0,0.1,Social Media,9,9.5,3.3
Noah Patterson,30,Female,Lopezberg,2.8,6.3,54,6,1.8,4,8,5,0.2,45,10,1.9,1.9,0,Other,5,6.8,6.4
Penny Rangel,80,Other,South Jacob,2.4,5.7,59,5,1.3,6,3,4,0.8,86,5,3.8,1.5,0.2,Browsing,2,5.6,7.6
Amber Collins,93,Male,Hawkinschester,2.9,9.8,51,1,1,10,3,6,1,86,11,0.9,2.1,1.1,Social Media,7,7.3,4.9
Allison Patterson,34,Female,Phillipsland,3.3,5,60,7,1,9,4,10,0.9,36,14,1.1,1,1.3,Other,6,6.8,6.4
Robert Nash,52,Male,Murrayland,7,5.6,58,9,0.7,3,6,4,1.3,85,18,2.8,1.6,0.7,Gaming,4,5.8,10
Steven Ross,89,Female,Yeseniaside,1.6,4.6,87,3,0.9,5,7,3,1.1,53,9,1.7,1,1.1,Gaming,4,8,4.9
Patricia Clark,9,Female,Lake Brianaville,4.9,7.1,59,0,1.4,10,2,3,1.1,115,19,2.7,2.4,0.5,Browsing,5,6.9,10
Rebecca Richards,86,Male,Petersburgh,5.2,9.2,78,3,1.2,5,9,3,0.8,62,20,4.3,0.5,0.1,Social Media,2,6,10
Sarah Rodriguez,37,Other,North Jerrybury,6.9,7.3,76,8,1,4,6,5,1.3,108,17,1.7,0.2,0.7,Education,7,5.4,10
Justin Jones,80,Female,Aaronfurt,2.2,5.3,93,1,0.2,9,3,4,0.7,122,8,0,1.4,1.3,Gaming,2,8.1,5
Kevin Cherry,83,Male,North Corey,6.4,6.3,68,5,0.8,4,2,10,1.8,26,14,1.9,1.2,0.2,Gaming,6,7.7,9.7
Joseph Ross,9,Female,Port Christopherbury,6.7,8,50,8,2.4,4,10,3,1.3,141,17,2.3,1.7,0.4,Social Media,8,4.6,10
Christine Hale,77,Female,Lake James,4.2,7.2,85,0,0.6,7,5,7,0.9,150,16,1.4,0.9,0.8,Other,4,4.6,9.1
Anthony Gray,57,Male,New Lisaport,3.4,7.1,68,6,1.1,2,5,10,0.7,125,11,3.1,1.2,1.2,Browsing,3,5.6,8.9
Ana Davila,30,Other,North Ronald,1,7.1,74,0,1.2,3,4,1,0.7,56,15,1.7,0.5,0.7,Social Media,10,9.2,3.8
Heather Bailey,44,Other,Alexandraville,3.4,6.4,84,2,0,10,8,9,1.3,38,6,1.8,0.7,1.1,Education,3,5.1,4.7
Manuel Miller,21,Female,Smithland,6,7,80,1,0.6,1,7,5,0.6,88,20,2.6,0.9,1.8,Browsing,5,6.5,10
Alicia Snyder,85,Male,Scottbury,4.6,7.1,87,7,1.9,8,3,1,0,57,7,4.3,2,1.5,Other,4,5.5,9.9
Cynthia Alexander,5,Female,Jenniferport,5.4,4,100,3,0,9,6,9,0.7,108,8,1.7,1.7,1.9,Other,6,2.8,10
